Time,Load (kW),Pressure_kpa,Cloud Cover (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
2018-02-16 11:00:00,1004123.76397707,1010,4,26,200,10
2018-02-16 12:00:00,1023045.61597707,1010,4,28,298,14
2018-02-16 13:00:00,1029273.18597707,1009,4,26,304,15
2018-02-16 14:00:00,1030119.72397707,1008,4,24,311,16
2018-02-16 15:00:00,1036895.98997707,1008,3,24,317,17
2018-02-16 16:00:00,1045125.49397707,1008,3,22,325,15
2018-02-16 17:00:00,1043714.11197707,1009,3,20,334,13
2018-02-16 18:00:00,1054915.38597707,1009,3,20,342,12
2018-02-16 19:00:00,1060868.24597707,1009,4,18,280,9
2018-02-16 20:00:00,1052735.74397707,1010,4,18,217,6
2018-02-16 21:00:00,1043340.89197707,1010,4,18,155,3
2018-02-16 22:00:00,1030488.87995707,1010,5,16,201,3
2018-02-16 23:00:00,1016314.94197707,1010,5,16,248,3
2018-02-17 00:00:00,1001767.91597707,1010,5,16,295,3
2018-02-17 01:00:00,986119.29597707,1010,5,14,199,3
2018-02-17 02:00:00,968615.98797707,1010,5,14,102,3
2018-02-17 03:00:00,958069.26997707,1010,5,14,6,4
2018-02-17 04:00:00,948865.66797707,1010,5,14,22,4
2018-02-17 05:00:00,956798.96197707,1011,6,14,37,5
2018-02-17 06:00:00,971554.31597707,1011,6,16,53,6
2018-02-17 07:00:00,1013800.41593707,1011,6,18,131,5
2018-02-17 08:00:00,1084090.05783707,1011,5,20,210,5
2018-02-17 09:00:00,1173369.86195707,1012,5,24,288,4
2018-02-17 10:00:00,1229175.05333707,1011,5,24,289,8
2018-02-17 11:00:00,1251627.66753707,1010,5,24,290,12
2018-02-17 12:00:00,1249433.95593707,1009,5,26,290,16
2018-02-17 13:00:00,1236402.91613707,1009,5,24,303,15
2018-02-17 14:00:00,1248706.53213707,1008,4,24,315,14
2018-02-17 15:00:00,1242349.13993707,1008,4,22,327,14
2018-02-17 16:00:00,1222776.64013707,1008,4,22,326,12
2018-02-17 17:00:00,1194558.94013707,1009,4,20,325,11
2018-02-17 18:00:00,1175735.53789707,1009,3,18,324,9
2018-02-17 19:00:00,1154332.98789707,1009,4,18,278,9
2018-02-17 20:00:00,1125714.59389707,1010,4,16,233,9
2018-02-17 21:00:00,1106017.42185707,1010,5,16,187,9
2018-02-17 22:00:00,1084093.59181707,1010,5,14,198,8
2018-02-17 23:00:00,1063080.69581707,1010,5,14,209,7
2018-02-18 00:00:00,1044237.32989707,1009,6,14,221,6
2018-02-18 01:00:00,1025048.98993707,1009,6,12,184,5
2018-02-18 02:00:00,1008885.89397707,1009,6,12,147,5
2018-02-18 03:00:00,990192.46797707,1009,7,12,110,4
2018-02-18 04:00:00,981661.32797707,1010,7,12,121,5
2018-02-18 05:00:00,980861.05597707,1011,7,12,133,5
2018-02-18 06:00:00,983155.76797707,1011,7,14,144,6
2018-02-18 07:00:00,984306.59997707,1011,6,16,184,7
2018-02-18 08:00:00,1011552.93397707,1011,5,18,224,7
2018-02-18 09:00:00,1044523.91197707,1011,4,20,264,8
2018-02-18 10:00:00,1073363.33597707,1011,4,20,271,11
2018-02-18 11:00:00,1089980.99997707,1010,3,22,277,14
2018-02-18 12:00:00,1093180.76597707,1009,3,22,283,17
2018-02-18 13:00:00,1086222.63197707,1009,3,22,290,17
2018-02-18 14:00:00,1087664.93397707,1008,2,20,297,16
2018-02-18 15:00:00,1079874.98797707,1008,2,20,304,15
2018-02-18 16:00:00,1071573.89397707,1008,3,18,309,14
2018-02-18 17:00:00,1064800.30197707,1009,4,16,315,13
2018-02-18 18:00:00,1072028.87597707,1009,5,16,320,12
2018-02-18 19:00:00,1074629.29397707,1010,7,16,313,9
2018-02-18 20:00:00,1068641.46997707,1010,9,14,306,7
2018-02-18 21:00:00,1062279.57389707,1011,11,14,299,4
2018-02-18 22:00:00,1049063.75189707,1011,12,14,309,6
2018-02-18 23:00:00,1034646.84589707,1010,12,14,318,7
2018-02-19 00:00:00,1013933.44789707,1010,12,12,328,9
2018-02-19 01:00:00,994582.71393707,1010,11,12,337,9
2018-02-19 02:00:00,980321.86795707,1010,9,12,346,9
2018-02-19 03:00:00,972591.71591707,1010,8,12,356,9
2018-02-19 04:00:00,965006.97997707,1011,7,12,240,9
2018-02-19 05:00:00,975705.36195707,1011,6,12,125,8
2018-02-19 06:00:00,1006661.97791707,1012,5,14,9,8
2018-02-19 07:00:00,1068214.03789707,1012,5,16,121,9
2018-02-19 08:00:00,1183374.55197707,1012,6,18,233,10
2018-02-19 09:00:00,1285197.97353707,1012,6,20,345,11
2018-02-19 10:00:00,1340108.02733707,1012,6,22,336,13
2018-02-19 11:00:00,1362689.96553707,1011,5,22,326,15
2018-02-19 12:00:00,1358778.15013707,1010,4,24,317,18
2018-02-19 13:00:00,1350392.80813707,1010,4,24,318,19
2018-02-19 14:00:00,1373522.82613707,1009,3,22,319,20
2018-02-19 15:00:00,1375963.55013707,1009,2,20,320,21
2018-02-19 16:00:00,1366793.01413707,1010,3,20,322,19
2018-02-19 17:00:00,1332592.93213707,1010,3,18,325,18
2018-02-19 18:00:00,1284380.93813707,1011,3,16,328,16
2018-02-19 19:00:00,1233210.52413707,1011,4,16,337,12
2018-02-19 20:00:00,1183756.03201707,1011,5,16,346,8
2018-02-19 21:00:00,1140916.68987707,1012,6,16,355,4
2018-02-19 22:00:00,1104972.72181707,1012,5,16,351,6
2018-02-19 23:00:00,1073594.52783707,1011,5,14,348,9
2018-02-20 00:00:00,1043600.09787707,1011,4,14,344,11
2018-02-20 01:00:00,1019355.96193707,1011,5,14,349,11
2018-02-20 02:00:00,1005172.06797707,1011,5,14,353,12
2018-02-20 03:00:00,991679.17997707,1011,5,14,358,12
2018-02-20 04:00:00,985123.36797707,1011,5,14,240,12
2018-02-20 05:00:00,996676.00597707,1012,6,14,123,12
2018-02-20 06:00:00,1022688.05195707,1012,6,14,5,13
2018-02-20 07:00:00,1080327.33393707,1013,6,18,116,11
2018-02-20 08:00:00,1191981.14399707,1013,5,20,228,9
2018-02-20 09:00:00,1301174.17613707,1013,4,22,339,7
2018-02-20 10:00:00,1353649.87413707,1012,4,24,329,12
2018-02-20 11:00:00,1372796.58613707,1011,4,24,319,17
2018-02-20 12:00:00,1372038.80213707,1010,4,24,308,21
2018-02-20 13:00:00,1367137.74813707,1010,4,24,313,20
2018-02-20 14:00:00,1397806.56213707,1009,5,22,319,20
2018-02-20 15:00:00,1400264.64413707,1009,5,22,324,19
2018-02-20 16:00:00,1383639.31813707,1009,5,20,327,17
2018-02-20 17:00:00,1348368.31813707,1010,6,20,330,15
2018-02-20 18:00:00,1300390.64613707,1010,6,18,333,13
2018-02-20 19:00:00,1252748.00213707,1010,5,18,336,10
2018-02-20 20:00:00,1200280.73613707,1011,5,18,340,7
2018-02-20 21:00:00,1161937.64989707,1011,4,18,344,4
2018-02-20 22:00:00,1126723.79183707,1011,4,16,335,6
2018-02-20 23:00:00,1092547.99383707,1010,4,16,326,7
2018-02-21 00:00:00,1065747.99389707,1010,3,16,317,9
2018-02-21 01:00:00,1042498.72195707,1010,3,16,320,10
2018-02-21 02:00:00,1026782.09197707,1010,3,14,324,11
2018-02-21 03:00:00,1015388.89797707,1010,3,14,327,12
2018-02-21 04:00:00,1009846.18997707,1010,3,14,330,12
2018-02-21 05:00:00,1021890.30197707,1011,3,14,333,12
2018-02-21 06:00:00,1049291.12797707,1011,3,14,335,12
2018-02-21 07:00:00,1113802.10397707,1011,4,18,324,11
2018-02-21 08:00:00,1226198.33207707,1011,4,20,314,9
2018-02-21 09:00:00,1330981.48413707,1012,5,22,303,8
2018-02-21 10:00:00,1393491.18413707,1011,4,22,297,12
2018-02-21 11:00:00,1406212.64413707,1010,3,22,291,17
2018-02-21 12:00:00,1401605.17613707,1009,3,24,285,21
2018-02-21 13:00:00,1393064.81613707,1009,2,22,287,19
2018-02-21 14:00:00,1402993.44613707,1009,1,20,290,18
2018-02-21 15:00:00,1394450.07413707,1009,0,18,292,17
2018-02-21 16:00:00,1379677.18613707,1009,0,18,293,14
2018-02-21 17:00:00,1343802.45213707,1010,0,16,295,12
2018-02-21 18:00:00,1304445.77613707,1011,0,14,296,9
2018-02-21 19:00:00,1259195.77013707,1011,1,14,300,7
2018-02-21 20:00:00,1210078.35213707,1011,3,14,303,5
2018-02-21 21:00:00,1171169.02197707,1012,4,14,307,3
2018-02-21 22:00:00,1139142.98789707,1011,4,14,316,4
2018-02-21 23:00:00,1105210.98589707,1011,4,12,324,4
2018-02-22 00:00:00,1072657.21791707,1011,3,12,333,5
2018-02-22 01:00:00,1048171.62397707,1011,2,12,339,6
2018-02-22 02:00:00,1028642.13597707,1010,1,12,345,6
2018-02-22 03:00:00,1011916.67997707,1010,0,12,352,6
2018-02-22 04:00:00,1006146.06197707,1011,0,12,350,6
2018-02-22 05:00:00,1017982.18597707,1012,0,12,348,5
2018-02-22 06:00:00,1042410.75797707,1012,0,14,347,4
2018-02-22 07:00:00,1104571.16397707,1012,1,16,329,5
2018-02-22 08:00:00,1217399.63607707,1012,1,18,311,7
2018-02-22 09:00:00,1319523.18613707,1013,2,20,293,9
2018-02-22 10:00:00,1372208.61613707,1012,2,20,292,13
2018-02-22 11:00:00,1390406.08413707,1011,1,22,292,17
2018-02-22 12:00:00,1386473.82213707,1010,1,22,292,21
2018-02-22 13:00:00,1382297.74013707,1010,2,20,297,20
2018-02-22 14:00:00,1397662.64813707,1010,2,18,302,19
2018-02-22 15:00:00,1392592.14613707,1010,3,18,308,18
2018-02-22 16:00:00,1371898.10613707,1010,4,16,313,15
2018-02-22 17:00:00,1328659.32813707,1011,6,16,319,13
2018-02-22 18:00:00,1273563.66013707,1011,7,14,325,10
2018-02-22 19:00:00,1225053.92213707,1011,8,14,324,9
2018-02-22 20:00:00,1180214.30205707,1012,9,14,322,7
2018-02-22 21:00:00,1140967.38791707,1012,9,14,321,5
2018-02-22 22:00:00,1110324.45587707,1012,9,14,324,7
2018-02-22 23:00:00,1078416.34387707,1012,9,12,328,8
2018-02-23 00:00:00,1048107.89391707,1011,9,12,331,9
2018-02-23 01:00:00,1025149.34997707,1011,7,12,222,10
2018-02-23 02:00:00,1006398.70797707,1011,6,12,113,10
2018-02-23 03:00:00,994823.29201707,1011,4,10,4,11
2018-02-23 04:00:00,990572.31197707,1012,4,12,3,12
2018-02-23 05:00:00,1003565.76197707,1012,3,12,2,12
2018-02-23 06:00:00,1023729.70797707,1013,3,12,1,13
2018-02-23 07:00:00,1084376.81997707,1013,3,16,117,13
2018-02-23 08:00:00,1190897.01201707,1013,3,18,232,12
2018-02-23 09:00:00,1291903.37813707,1013,3,22,348,12
2018-02-23 10:00:00,1351246.40613707,1012,2,22,337,15
2018-02-23 11:00:00,1373317.29013707,1011,1,24,325,18
2018-02-23 12:00:00,1376333.31813707,1010,0,24,314,22
2018-02-23 13:00:00,1373248.26413707,1010,0,22,314,23
2018-02-23 14:00:00,1385662.28013707,1010,0,22,315,24
2018-02-23 15:00:00,1378436.58213707,1009,0,20,315,24
2018-02-23 16:00:00,1363452.01413707,1010,0,18,318,21
2018-02-23 17:00:00,1326423.74813707,1010,0,18,322,18
2018-02-23 18:00:00,1277272.17413707,1011,0,16,325,14
2018-02-23 19:00:00,1234206.10013707,1011,0,16,324,12
2018-02-23 20:00:00,1181944.08005707,1012,1,14,324,9
2018-02-23 21:00:00,1148014.32991707,1012,1,14,323,7
2018-02-23 22:00:00,1113577.57189707,1012,1,14,333,8
2018-02-23 23:00:00,1069846.40989707,1012,0,14,342,10
2018-02-24 00:00:00,1038861.16393707,1011,0,12,352,11
2018-02-24 01:00:00,1015716.92597707,1011,1,12,237,10
2018-02-24 02:00:00,997751.93597707,1011,1,12,122,9
2018-02-24 03:00:00,985194.12999707,1011,2,12,7,8
2018-02-24 04:00:00,978303.84997707,1012,2,12,124,8
2018-02-24 05:00:00,985477.52197707,1012,3,12,240,8
2018-02-24 06:00:00,993804.09997707,1013,3,14,357,8
2018-02-24 07:00:00,1024275.98997707,1013,3,16,341,8
2018-02-24 08:00:00,1085432.56389707,1013,2,18,324,9
2018-02-24 09:00:00,1164076.28393707,1013,2,22,308,9
2018-02-24 10:00:00,1224699.09013707,1012,1,22,308,13
2018-02-24 11:00:00,1248922.46613707,1011,1,22,308,17
2018-02-24 12:00:00,1252052.12213707,1010,0,24,308,21
2018-02-24 13:00:00,1245159.21213707,1010,0,22,314,19
2018-02-24 14:00:00,1251260.61013707,1010,0,22,320,18
2018-02-24 15:00:00,1238500.43213707,1009,0,22,326,16
2018-02-24 16:00:00,1225864.56813707,1010,0,22,331,15
2018-02-24 17:00:00,1195647.88013707,1010,0,20,335,15
2018-02-24 18:00:00,1176878.33001707,1011,0,18,340,14
2018-02-24 19:00:00,1150763.76597707,1011,1,18,339,12
2018-02-24 20:00:00,1123453.28793707,1011,1,16,339,11
2018-02-24 21:00:00,1106774.75389707,1012,2,16,338,9
2018-02-24 22:00:00,1083566.54189707,1012,2,16,339,10
2018-02-24 23:00:00,1056859.57989707,1011,2,14,340,10
2018-02-25 00:00:00,1034432.51991707,1011,2,14,341,11
2018-02-25 01:00:00,1010893.43397707,1011,1,14,347,10
2018-02-25 02:00:00,993846.29397707,1011,1,14,353,9
2018-02-25 03:00:00,979713.48397707,1011,0,12,358,9
2018-02-25 04:00:00,969288.73197707,1012,0,14,247,8
2018-02-25 05:00:00,964587.52999707,1012,0,14,136,7
2018-02-25 06:00:00,966620.99601707,1013,0,16,24,7
2018-02-25 07:00:00,965656.02805707,1013,0,18,131,8
2018-02-25 08:00:00,990716.01199707,1013,0,20,237,9
2018-02-25 09:00:00,1021894.90597707,1013,0,24,343,9
2018-02-25 10:00:00,1051988.95197707,1012,0,24,333,13
2018-02-25 11:00:00,1072834.95797707,1011,0,26,324,17
2018-02-25 12:00:00,1086201.69597707,1011,0,26,315,21
2018-02-25 13:00:00,1084674.36399707,1010,0,26,319,21
2018-02-25 14:00:00,1074132.48003707,1010,0,26,323,21
2018-02-25 15:00:00,1072256.65405707,1010,0,24,328,21
2018-02-25 16:00:00,1063293.17405707,1010,0,24,332,20
2018-02-25 17:00:00,1060263.01605707,1010,0,22,336,19
2018-02-25 18:00:00,1067289.87999707,1011,0,20,341,18
2018-02-25 19:00:00,1070047.58597707,1011,0,18,343,14
2018-02-25 20:00:00,1063887.72997707,1012,0,18,346,11
2018-02-25 21:00:00,1057278.91395707,1012,0,16,348,7
2018-02-25 22:00:00,1040316.03189707,1012,0,16,347,9
2018-02-25 23:00:00,1030152.54991707,1012,0,14,345,10
2018-02-26 00:00:00,1007018.91397707,1011,0,14,343,12
2018-02-26 01:00:00,986562.48397707,1011,0,14,230,11
2018-02-26 02:00:00,973049.93797707,1011,0,14,116,10
2018-02-26 03:00:00,963282.16197707,1012,0,12,3,9
2018-02-26 04:00:00,957825.46797707,1012,0,14,10,10
2018-02-26 05:00:00,967402.57997707,1013,0,14,16,10
2018-02-26 06:00:00,996681.65597707,1013,0,16,22,10
2018-02-26 07:00:00,1063905.93997707,1013,0,18,16,10
2018-02-26 08:00:00,1179025.81201707,1013,0,22,10,9
2018-02-26 09:00:00,1285932.18413707,1013,0,26,4,8
2018-02-26 10:00:00,1355070.97613707,1012,0,26,108,13
2018-02-26 11:00:00,1383777.69813707,1011,0,26,212,18
2018-02-26 12:00:00,1391426.57013707,1010,0,26,317,23
2018-02-26 13:00:00,1382699.26813707,1010,0,26,319,23
2018-02-26 14:00:00,1395135.81213707,1009,1,24,321,23
2018-02-26 15:00:00,1394572.86213707,1009,1,24,323,23
2018-02-26 16:00:00,1379266.09213707,1010,2,22,327,21
2018-02-26 17:00:00,1340050.70613707,1010,2,20,331,19
2018-02-26 18:00:00,1288867.60413707,1010,3,18,335,17
2018-02-26 19:00:00,1235886.06813707,1011,3,18,226,12
2018-02-26 20:00:00,1183462.59001707,1011,3,16,117,8
2018-02-26 21:00:00,1145719.39387707,1012,3,16,7,4
2018-02-26 22:00:00,1120124.57181707,1012,3,16,122,7
2018-02-26 23:00:00,1086852.75585707,1012,3,14,236,10
2018-02-27 00:00:00,1055571.30589707,1011,3,14,350,13
2018-02-27 01:00:00,1037477.48793707,1011,4,14,352,12
2018-02-27 02:00:00,1019542.02397707,1011,4,14,353,12
2018-02-27 03:00:00,1004806.53397707,1011,4,14,354,12
2018-02-27 04:00:00,996076.82997707,1012,5,14,241,11
2018-02-27 05:00:00,1006286.64197707,1012,5,14,128,11
2018-02-27 06:00:00,1029860.42997707,1012,5,16,15,10
2018-02-27 07:00:00,1088701.40795707,1013,5,18,125,11
2018-02-27 08:00:00,1192578.98001707,1013,5,22,234,12
2018-02-27 09:00:00,1294102.44013707,1013,5,24,344,13
2018-02-27 10:00:00,1358729.64413707,1012,5,24,332,15
2018-02-27 11:00:00,1377618.74213707,1011,5,26,320,17
2018-02-27 12:00:00,1383968.86213707,1010,5,26,307,19
2018-02-27 13:00:00,1384098.57813707,1010,5,26,313,21
2018-02-27 14:00:00,1393175.04413707,1010,5,24,319,23
2018-02-27 15:00:00,1378296.45213707,1009,5,22,325,25
2018-02-27 16:00:00,1355138.10613707,1010,5,22,328,22
2018-02-27 17:00:00,1321070.47413707,1010,5,20,331,19
2018-02-27 18:00:00,1279259.24413707,1011,5,18,335,15
2018-02-27 19:00:00,1227851.47213707,1011,5,18,333,13
2018-02-27 20:00:00,1172489.87401707,1012,5,16,331,10
2018-02-27 21:00:00,1133768.53793707,1012,5,16,329,7
2018-02-27 22:00:00,1107666.73383707,1012,6,16,333,8
2018-02-27 23:00:00,1076298.07987707,1011,6,14,337,9
2018-02-28 00:00:00,1050919.58393707,1011,6,14,341,10
2018-02-28 01:00:00,1030732.98797707,1011,7,14,228,11
2018-02-28 02:00:00,1018380.96597707,1011,7,14,114,13
2018-02-28 03:00:00,1006598.89997707,1010,8,14,1,14
2018-02-28 04:00:00,998998.02397707,1011,8,14,4,14
2018-02-28 05:00:00,1010125.21797707,1012,8,14,8,14
2018-02-28 06:00:00,1033116.26197707,1012,7,16,12,14
2018-02-28 07:00:00,1093762.27197707,1012,7,18,123,13
2018-02-28 08:00:00,1206442.36807707,1012,7,20,235,13
2018-02-28 09:00:00,1304614.79413707,1012,7,24,346,13
2018-02-28 10:00:00,1358393.62813707,1011,7,24,338,16
2018-02-28 11:00:00,1374526.92413707,1011,7,24,330,20
2018-02-28 12:00:00,1380278.23613707,1010,7,26,321,24
2018-02-28 13:00:00,1369230.88213707,1010,7,24,326,24
2018-02-28 14:00:00,1381757.01413707,1009,6,24,330,24
2018-02-28 15:00:00,1378691.91413707,1009,6,22,334,24
2018-02-28 16:00:00,1367373.31013707,1010,6,20,335,22
2018-02-28 17:00:00,1330867.41413707,1010,6,20,336,20
2018-02-28 18:00:00,1279975.26613707,1011,6,18,336,18
2018-02-28 19:00:00,1223547.94013707,1011,6,18,335,16
2018-02-28 20:00:00,1204396.52213707,1011,7,18,334,15
2018-02-28 21:00:00,1174841.09793707,1011,8,16,332,13
2018-02-28 22:00:00,1147587.56581707,1011,8,16,333,13
2018-02-28 23:00:00,1120754.21787707,1011,9,14,334,14
2018-03-01 00:00:00,1094143.42593707,1010,9,14,335,14
2018-03-01 01:00:00,1069221.12397707,1010,10,14,341,13
2018-03-01 02:00:00,1051579.16197707,1010,12,12,348,11
2018-03-01 03:00:00,1036978.71197707,1010,13,12,355,10
2018-03-01 04:00:00,1030706.32397707,1011,14,12,353,8
2018-03-01 05:00:00,1041580.86597707,1012,14,12,351,7
2018-03-01 06:00:00,1065225.78197707,1012,15,12,349,6
2018-03-01 07:00:00,1126003.06197707,1012,15,14,237,5
2018-03-01 08:00:00,1233366.55213707,1013,15,14,124,5
2018-03-01 09:00:00,1332715.75413707,1013,15,14,12,5
2018-03-01 10:00:00,1383611.19413707,1012,19,14,125,7
2018-03-01 11:00:00,1397681.96013707,1011,23,16,238,9
2018-03-01 12:00:00,1389081.05413707,1011,27,16,350,10
2018-03-01 13:00:00,1370431.78613707,1010,24,16,346,9
2018-03-01 14:00:00,1374839.27813707,1010,22,16,341,8
2018-03-01 15:00:00,1356593.36813707,1010,19,16,337,6
2018-03-01 16:00:00,1349036.58413707,1010,19,16,225,6
2018-03-01 17:00:00,1317838.20013707,1010,20,16,112,6
2018-03-01 18:00:00,1280537.32813707,1011,20,16,0,6
2018-03-01 19:00:00,1239390.96813707,1011,23,16,62,5
2018-03-01 20:00:00,1215077.69613707,1011,27,16,124,5
2018-03-01 21:00:00,1177096.23613707,1012,30,16,186,4
2018-03-01 22:00:00,1148801.72813707,1011,35,14,231,6
2018-03-01 23:00:00,1118439.60613707,1011,40,14,275,8
2018-03-02 00:00:00,1080042.14613707,1010,46,14,320,10
2018-03-02 01:00:00,1060615.95213707,1010,39,14,332,8
2018-03-02 02:00:00,1041460.59213707,1010,32,14,344,6
2018-03-02 03:00:00,1027728.66813707,1010,26,12,356,4
2018-03-02 04:00:00,1023662.75413707,1010,24,14,246,5
2018-03-02 05:00:00,1036275.09013707,1011,22,14,136,6
2018-03-02 06:00:00,1059500.95813707,1011,21,14,25,7
2018-03-02 07:00:00,1122223.15413707,1011,17,16,62,7
2018-03-02 08:00:00,1223139.42413707,1012,13,18,99,6
2018-03-02 09:00:00,1326681.34413707,1012,9,20,136,6
2018-03-02 10:00:00,1378186.62213707,1011,8,20,171,8
2018-03-02 11:00:00,1399125.56413707,1010,7,22,205,10
2018-03-02 12:00:00,1398562.53213707,1010,5,24,240,12
2018-03-02 13:00:00,1390137.56213707,1009,6,22,262,13
2018-03-02 14:00:00,1403517.49413707,1009,6,22,284,14
2018-03-02 15:00:00,1402466.23613707,1009,6,20,306,15
2018-03-02 16:00:00,1396854.79613707,1009,6,18,308,13
2018-03-02 17:00:00,1364873.34013707,1009,6,18,310,12
2018-03-02 18:00:00,1316021.34213707,1010,6,16,312,10
2018-03-02 19:00:00,1267405.94213707,1010,7,16,227,8
2018-03-02 20:00:00,1220989.90413707,1011,8,16,141,7
2018-03-02 21:00:00,1184008.45613707,1011,9,16,55,5
2018-03-02 22:00:00,1146288.27813707,1011,11,16,42,6
2018-03-02 23:00:00,1114896.19413707,1010,13,16,30,6
2018-03-03 00:00:00,1084719.86413707,1010,15,16,18,7
2018-03-03 01:00:00,1060456.19613707,1010,19,14,132,8
2018-03-03 02:00:00,1048576.92813707,1010,22,14,246,9
2018-03-03 03:00:00,1037111.99413707,1010,26,12,360,10
2018-03-03 04:00:00,1028415.67413707,1010,33,14,250,9
2018-03-03 05:00:00,1037528.38413707,1011,39,14,140,8
2018-03-03 06:00:00,1040303.49613707,1012,46,16,30,7
2018-03-03 07:00:00,1072002.18613707,1012,46,16,126,6
2018-03-03 08:00:00,1136299.08413707,1012,46,18,223,5
2018-03-03 09:00:00,1221500.71013707,1012,46,18,319,4
2018-03-03 10:00:00,1283248.44013707,1011,35,20,311,7
2018-03-03 11:00:00,1292483.39413707,1011,25,22,302,11
2018-03-03 12:00:00,1292046.80613707,1010,14,22,294,15
2018-03-03 13:00:00,1285838.19413707,1009,13,22,298,15
2018-03-03 14:00:00,1296279.24613707,1009,11,22,303,16
2018-03-03 15:00:00,1289508.69013707,1009,9,20,307,16
2018-03-03 16:00:00,1270927.86013707,1009,7,20,306,14
2018-03-03 17:00:00,1245113.92413707,1009,6,18,306,12
2018-03-03 18:00:00,1226844.30013707,1010,4,16,306,10
2018-03-03 19:00:00,1201006.86013707,1010,5,16,293,7
2018-03-03 20:00:00,1171981.06813707,1010,6,16,281,4
2018-03-03 21:00:00,1151694.04613707,1011,8,14,268,1
2018-03-03 22:00:00,1128633.46813707,1010,9,14,280,2
2018-03-03 23:00:00,1107228.78013707,1010,10,14,291,3
2018-03-04 00:00:00,1085901.33613707,1010,12,14,303,4
2018-03-04 01:00:00,1063263.38613707,1010,15,14,322,6
2018-03-04 02:00:00,1045491.40813707,1010,18,14,340,7
2018-03-04 03:00:00,1034279.61413707,1010,21,14,359,8
2018-03-04 04:00:00,1025272.77013707,1011,24,14,246,7
2018-03-04 05:00:00,1022570.94213707,1011,27,14,134,7
2018-03-04 06:00:00,1017272.47613707,1012,29,14,21,6
2018-03-04 07:00:00,1008346.24013707,1012,29,16,120,6
2018-03-04 08:00:00,1031394.75213707,1012,29,16,220,6
2018-03-04 09:00:00,1059917.59613707,1012,29,18,319,5
2018-03-04 10:00:00,1085380.95613707,1011,23,20,309,9
2018-03-04 11:00:00,1103615.92013707,1010,17,22,300,13
2018-03-04 12:00:00,1107209.27413707,1010,11,22,290,17
2018-03-04 13:00:00,1100849.90213707,1010,14,22,294,16
2018-03-04 14:00:00,1080699.75013707,1010,17,22,298,15
2018-03-04 15:00:00,1076833.76813707,1009,20,20,302,15
2018-03-04 16:00:00,1072499.23813707,1010,24,20,306,12
2018-03-04 17:00:00,1065180.98013707,1011,28,18,309,10
2018-03-04 18:00:00,1075484.67413707,1011,32,16,313,8
2018-03-04 19:00:00,1084570.65013707,1012,34,16,300,8
2018-03-04 20:00:00,1081716.18613707,1012,36,16,288,7
2018-03-04 21:00:00,1078394.31413707,1013,38,16,275,7
2018-03-04 22:00:00,1066468.78013707,1012,30,16,278,8
2018-03-04 23:00:00,1056993.59413707,1012,21,16,280,8
2018-03-05 00:00:00,1037130.57813707,1012,12,14,282,8
2018-03-05 01:00:00,1014974.38213707,1012,10,14,294,8
2018-03-05 02:00:00,1002244.50213707,1012,9,14,307,7
2018-03-05 03:00:00,992410.44613707,1012,7,12,319,6
2018-03-05 04:00:00,986595.21813707,1012,6,14,332,5
2018-03-05 05:00:00,996044.99613707,1013,5,14,345,4
2018-03-05 06:00:00,1025411.12213707,1014,4,14,359,3
2018-03-05 07:00:00,1095865.32413707,1014,2,18,342,6
2018-03-05 08:00:00,1218406.98213707,1014,1,20,325,8
2018-03-05 09:00:00,1332304.65213707,1014,0,22,308,11
2018-03-05 10:00:00,1399572.15213707,1013,0,22,308,14
2018-03-05 11:00:00,1416441.64613707,1012,0,22,307,16
2018-03-05 12:00:00,1419476.89213707,1012,0,22,307,19
2018-03-05 13:00:00,1404905.89213707,1012,0,22,309,19
2018-03-05 14:00:00,1410430.77613707,1011,0,22,311,18
2018-03-05 15:00:00,1408835.11413707,1011,0,20,314,18
2018-03-05 16:00:00,1384783.37213707,1012,0,18,311,16
2018-03-05 17:00:00,1345495.56413707,1012,0,18,308,14
2018-03-05 18:00:00,1297147.06613707,1013,0,16,306,12
2018-03-05 19:00:00,1251870.01013707,1013,0,16,310,10
2018-03-05 20:00:00,1201836.53413707,1013,0,16,314,9
2018-03-05 21:00:00,1158245.86213707,1013,0,14,318,7
2018-03-05 22:00:00,1129894.38013707,1013,0,14,322,9
2018-03-05 23:00:00,1100846.30613707,1013,0,14,325,10
2018-03-06 00:00:00,1074472.09613707,1012,0,12,329,12
2018-03-06 01:00:00,1051457.17013707,1012,0,12,335,10
2018-03-06 02:00:00,1033877.08213707,1012,0,12,341,9
2018-03-06 03:00:00,1020697.58213707,1012,0,12,348,8
2018-03-06 04:00:00,1012752.32613707,1012,0,12,349,7
2018-03-06 05:00:00,1023084.91813707,1013,0,12,351,6
2018-03-06 06:00:00,1043002.45013707,1014,0,14,352,6
2018-03-06 07:00:00,1105099.95813707,1014,0,16,339,7
2018-03-06 08:00:00,1217660.43613707,1014,0,18,326,8
2018-03-06 09:00:00,1318018.35413707,1014,0,20,313,9
2018-03-06 10:00:00,1392497.69013707,1013,0,22,310,12
2018-03-06 11:00:00,1414188.58813707,1012,0,22,308,15
2018-03-06 12:00:00,1388390.28013707,1011,0,24,305,18
2018-03-06 13:00:00,1395766.40013707,1011,0,22,308,17
2018-03-06 14:00:00,1412460.19213707,1010,0,22,311,16
2018-03-06 15:00:00,1411628.65013707,1010,0,20,313,15
