Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh),Forecast_Cloud Cover (%),Forecast_Pressure_kpa,Forecast_Temperature (C),Forecast_Wind Direction (deg),Forecast_Wind Speed (kmh)
2017-10-03 14:00:00,1472896.75973707,1008.7,44.0,83.0833333333333,24.8993862174512,298.75,16.18,3,1008,22,333,11
2017-10-03 15:00:00,1472916.67973707,1007.61625,44.0,82.0,25.6818862174512,303.5,13.2725,4,1007,22,339,12
2017-10-03 16:00:00,1454023.82373707,1007.695,44.0,83.75,24.5193862174512,330.625,16.3,4,1008,22,342,11
2017-10-03 17:00:00,1424646.00173707,1007.04625,45.875,88.5833333333333,22.0993862174512,318.5,13.30125,4,1008,20,345,10
2017-10-03 18:00:00,1373624.71833707,1007.1875,55.0,89.3333333333333,21.4843862174512,337.875,11.5825,4,1009,20,348,10
2017-10-03 19:00:00,1312209.30273707,1007.275,45.875,89.0,19.9918862174512,335.375,12.045,4,1009,18,349,8
2017-10-03 20:00:00,1259401.45133707,1007.69875,44.0,87.0,19.6718862174512,215.875,8.215,4,1009,18,351,6
2017-10-03 21:00:00,1223291.44933707,1009.07875,44.0,89.9166666666667,19.0718862174512,113.375,6.59875,4,1009,16,352,4
2017-10-03 22:00:00,1185472.11607707,1009.185,44.0,92.3333333333333,17.9218862174512,50.0,1.8875,4,1009,16,239,5
2017-10-03 23:00:00,1152391.25799707,1008.7525,44.0,92.5833333333333,17.7993862174512,200.0,5.6575,4,1009,16,125,5
2017-10-04 00:00:00,1120128.13221707,1009.0175,44.0,92.0,18.0768862174512,202.5,1.61875,3,1008,14,12,5
2017-10-04 01:00:00,1086990.06041707,1009.095,44.0,92.5833333333333,17.7993862174512,210.0,4.0525,2,1008,14,16,6
2017-10-04 02:00:00,1066718.97463707,1008.09125,44.0,92.6666666666667,17.5218862174512,210.0,0.675,1,1008,14,19,6
2017-10-04 03:00:00,1055353.57465707,1007.95375,44.0,92.1666666666667,16.1843862174512,210.0,0.0,0,1008,14,23,6
2017-10-04 04:00:00,1049563.84673707,1008.05,40.875,92.6666666666667,15.7918862174512,210.0,0.0,0,1009,14,20,8
2017-10-04 05:00:00,1061112.36467707,1007.72,22.0,92.6666666666667,15.7618862174512,163.0,0.59,0,1010,14,17,9
2017-10-04 06:00:00,1076625.00459707,1008.25875,16.5,92.3333333333333,15.8818862174512,22.0,3.5325,0,1010,16,13,10
2017-10-04 07:00:00,1136633.08617707,1008.355,6.25,91.5,16.4818862174512,46.5,1.265,0,1010,18,14,9
2017-10-04 08:00:00,1254638.44313707,1008.93625,25.5,93.8333333333333,16.2143862174512,120.125,4.73125,0,1010,20,15,8
2017-10-04 09:00:00,1352460.78053707,1010.40125,20.5,90.25,18.6368862174512,142.625,5.875,0,1010,22,16,7
2017-10-04 10:00:00,1403899.29993707,1010.5,17.625,80.5,22.5618862174512,299.0,8.92875,0,1010,24,124,8
2017-10-04 11:00:00,1421801.40973707,1009.96875,9.375,73.4166666666667,25.1218862174512,178.375,10.27625,0,1009,24,232,9
2017-10-04 12:00:00,1423157.75173707,1010.195,3.5,78.0,24.2343862174512,301.0,7.965,0,1008,24,341,10
2017-10-04 13:00:00,1423466.89773707,1010.28,19.5,80.0833333333333,24.8843862174512,273.75,15.3625,0,1008,24,333,11
2017-10-04 14:00:00,1433360.15773707,1008.475,40.875,79.75,26.1018862174512,297.375,17.25375,1,1007,22,325,12
2017-10-04 15:00:00,1433536.48373707,1007.48,45.875,81.4166666666667,23.9793862174512,284.75,16.96125,1,1007,22,317,13
2017-10-04 16:00:00,1409978.12973707,1007.57,59.0,81.0833333333333,22.7343862174512,305.875,16.5875,1,1008,20,324,12
2017-10-04 17:00:00,1369353.46253707,1007.57,71.0,83.3333333333333,21.5993862174512,312.25,12.2825,1,1008,20,331,11
2017-10-04 18:00:00,1328443.36653707,1007.57,59.0,85.6666666666667,19.9718862174512,300.25,13.1825,1,1009,18,339,9
2017-10-04 19:00:00,1277498.30133707,1007.57,45.875,86.0,19.7343862174512,267.0,11.27125,1,1009,18,231,9
2017-10-04 20:00:00,1237954.03533707,1007.57,44.0,86.0,19.7418862174512,332.5,9.09875,0,1009,18,123,8
2017-10-04 21:00:00,1210808.65573707,1007.57,44.0,85.6666666666667,19.7418862174512,58.125,5.22625,0,1009,16,15,7
2017-10-04 22:00:00,1176170.12401707,1007.57,44.0,83.6666666666667,19.7418862174512,20.0,0.675,0,1009,16,17,7
2017-10-04 23:00:00,1141489.44415707,1007.57,44.0,83.25,19.4918862174512,20.0,0.0,0,1008,16,20,7
2017-10-05 00:00:00,1108534.23629707,1007.57,44.0,83.5833333333333,17.9918862174512,20.0,0.0,0,1008,14,22,6
2017-10-05 01:00:00,1072439.52451707,1007.57,44.0,88.4166666666667,17.4943862174512,20.0,0.0,0,1008,14,23,7
2017-10-05 02:00:00,1054293.84067707,1007.57,44.0,89.3333333333333,16.0118862174512,20.0,0.0,0,1008,14,23,7
2017-10-05 03:00:00,1040484.51871707,1007.57,44.0,89.3333333333333,15.7618862174512,20.0,0.0,0,1008,14,23,8
2017-10-05 04:00:00,1029751.66477707,1007.57,44.0,89.6666666666667,15.5043862174512,20.0,0.0,0,1008,14,30,8
2017-10-05 05:00:00,1028861.31277707,1007.57,42.5,92.6666666666667,14.0968862174512,55.25,0.94375,0,1009,14,38,8
2017-10-05 06:00:00,1032806.40479707,1007.57,32.625,95.5833333333333,14.7118862174512,161.0,6.12375,0,1010,16,45,8
2017-10-05 07:00:00,1037089.61269707,1007.57,32.375,93.9166666666667,15.6818862174512,161.0,3.74375,0,1009,18,36,6
2017-10-05 08:00:00,1067246.25055707,1007.57,39.0,90.5,16.5268862174512,148.25,0.9325,0,1009,20,27,4
2017-10-05 09:00:00,1081530.46757707,1007.57,32.375,87.6666666666667,18.9268862174512,101.0,3.475,0,1009,22,18,3
2017-10-05 10:00:00,1107611.05251707,1007.57,32.625,78.0,22.3618862174512,36.625,6.37,0,1008,24,116,5
2017-10-05 11:00:00,1133242.77427707,1007.29875,42.5,78.4166666666667,23.5818862174512,133.5,13.37875,0,1008,24,214,7
2017-10-05 12:00:00,1138536.87621707,1005.5125,44.0,82.3333333333333,23.8318862174512,291.625,13.88,0,1007,24,312,9
2017-10-05 13:00:00,1137875.05629707,1005.345,44.0,80.75,24.8618862174512,269.375,17.505,0,1007,24,317,10
2017-10-05 14:00:00,1142769.35627707,1005.345,44.0,78.8333333333333,26.4743862174512,298.5,15.70375,0,1006,22,322,10
2017-10-05 15:00:00,1139098.20031707,1005.345,44.0,76.0833333333333,26.3493862174512,311.625,13.43125,0,1006,22,327,11
2017-10-05 16:00:00,1129947.20839707,1005.345,44.0,77.6666666666667,23.8318862174512,322.5,13.13,0,1007,20,337,10
2017-10-05 17:00:00,1126957.38625707,1005.345,46.0,77.9166666666667,21.8718862174512,321.75,9.9175,1,1007,20,348,9
2017-10-05 18:00:00,1153209.62015707,1005.345,56.0,78.0,21.4718862174512,317.25,11.31625,1,1008,18,358,8
2017-10-05 19:00:00,1156290.00615707,1005.345,46.0,82.4166666666667,19.9918862174512,294.625,10.15125,1,1008,18,273,6
2017-10-05 20:00:00,1139172.09223707,1005.345,44.0,82.75,19.7418862174512,45.375,12.0525,0,1008,18,187,5
2017-10-05 21:00:00,1122556.30037707,1005.345,44.0,80.3333333333333,19.7418862174512,82.25,9.81625,0,1009,16,102,4
2017-10-05 22:00:00,1107230.41837707,1005.345,44.0,80.0,19.4918862174512,132.75,8.19875,0,1008,16,96,3
2017-10-05 23:00:00,1090637.11649707,1005.345,44.0,80.0,17.7443862174512,140.0,1.17,0,1008,14,91,2
2017-10-06 00:00:00,1071768.25055707,1005.345,44.0,80.3333333333333,16.0118862174512,137.75,0.675,0,1008,14,86,2
2017-10-06 01:00:00,1048764.21273707,1005.345,44.0,82.6666666666667,15.5043862174512,124.75,4.99625,0,1008,14,88,2
2017-10-06 02:00:00,1031235.02491707,1005.345,44.0,85.5833333333333,13.9743862174512,93.875,6.3325,0,1008,12,91,3
2017-10-06 03:00:00,1011027.44895707,1005.345,44.0,86.0,13.7218862174512,90.0,0.94375,0,1008,12,94,3
2017-10-06 04:00:00,1003532.05701707,1005.345,44.0,86.3333333333333,13.4743862174512,92.75,0.675,0,1008,12,97,4
2017-10-06 05:00:00,1005686.16693707,1005.345,44.0,88.6666666666667,11.7418862174512,99.625,4.98125,0,1009,14,101,5
2017-10-06 06:00:00,1011322.52693707,1005.345,44.0,90.1666666666667,10.1143862174512,93.75,7.045,0,1009,14,105,6
2017-10-06 07:00:00,1028114.18069707,1005.345,43.625,88.8333333333333,10.9593862174512,95.0,6.38125,0,1010,16,131,6
2017-10-06 08:00:00,1079910.62035707,1005.345,42.0,86.0,13.5968862174512,106.75,5.305,0,1010,20,157,5
2017-10-06 09:00:00,1116893.44811707,1005.345,42.125,82.5833333333333,16.8243862174512,123.625,6.95625,0,1010,22,183,5
2017-10-06 10:00:00,1154477.51377707,1005.345,34.25,77.6666666666667,20.5943862174512,142.75,6.4625,0,1009,22,199,7
2017-10-06 11:00:00,1173640.49567707,1007.09375,40.875,75.9166666666667,23.2818862174512,225.5,6.4275,0,1009,22,215,10
2017-10-06 12:00:00,1171972.19167707,1009.60125,31.0,77.75,23.3218862174512,234.5,11.06375,0,1008,24,232,12
2017-10-06 13:00:00,1169998.47369707,1009.685,20.5,76.5,23.7818862174512,239.625,12.705,1,1008,22,237,12
2017-10-06 14:00:00,1173096.16765707,1008.02875,19.0,75.75,24.2293862174512,238.375,16.67375,1,1007,20,243,11
2017-10-06 15:00:00,1167660.78973707,1007.22125,19.0,78.1666666666667,22.2518862174512,232.25,16.22875,2,1007,18,248,10
2017-10-06 16:00:00,1153500.76785707,1007.315,19.125,77.9166666666667,22.2293862174512,241.625,13.06625,3,1008,18,229,9
2017-10-06 17:00:00,1140339.75191707,1007.05625,20.75,79.6666666666667,20.1818862174512,249.625,10.5325,4,1009,18,209,8
2017-10-06 18:00:00,1139885.82193707,1007.8125,19.125,79.8333333333333,20.1618862174512,224.75,10.46375,5,1009,16,189,7
2017-10-06 19:00:00,1127016.00803707,1007.925,19.0,83.0833333333333,19.5618862174512,223.875,8.42875,8,1009,16,183,8
2017-10-06 20:00:00,1120913.47009707,1008.31625,19.0,85.5833333333333,18.0993862174512,235.75,10.2125,11,1010,16,177,9
2017-10-06 21:00:00,1108300.59015707,1009.86125,19.0,85.1666666666667,18.3768862174512,218.625,7.48,13,1010,14,170,10
2017-10-06 22:00:00,1087198.71021707,1009.99,19.0,85.9166666666667,17.8493862174512,216.375,5.9,14,1010,14,171,12
2017-10-06 23:00:00,1065194.12429707,1009.99,19.0,86.75,17.4943862174512,198.875,7.0075,15,1010,14,171,13
2017-10-07 00:00:00,1045564.62443707,1009.99,16.5,91.75,16.0118862174512,171.125,5.94,16,1009,14,172,14
2017-10-07 01:00:00,1022411.00461707,1009.99,5.5,92.25,15.7618862174512,152.0,6.3325,16,1009,14,168,11
2017-10-07 02:00:00,1000678.08477707,1009.11,19.0,89.6666666666667,15.7218862174512,145.25,1.65375,16,1009,14,164,9
2017-10-07 03:00:00,989853.90879707,1008.73375,3.125,89.9166666666667,15.2693862174512,131.0,4.2525,17,1009,14,160,7
2017-10-07 04:00:00,985081.09889707,1008.79,7.875,92.3333333333333,13.9343862174512,131.0,0.71,18,1010,14,155,7
2017-10-07 05:00:00,984098.88485707,1008.54875,52.5,92.75,13.7218862174512,128.75,0.90125,19,1010,14,149,8
2017-10-07 06:00:00,985184.33691707,1009.21,48.0,94.3333333333333,13.7193862174512,118.875,6.22,21,1011,14,144,9
2017-10-07 07:00:00,996733.60675707,1009.31,57.875,94.0833333333333,13.9543862174512,98.625,6.33875,20,1010,16,166,8
2017-10-07 08:00:00,1036355.06849707,1009.785,63.25,91.1666666666667,15.7068862174512,105.75,5.01625,19,1010,18,189,8
2017-10-07 09:00:00,1082725.44411707,1011.2275,57.875,88.8333333333333,17.7118862174512,141.875,5.72,18,1010,20,211,8
2017-10-07 10:00:00,1118696.23993707,1011.335,47.75,84.0,20.4443862174512,209.0,5.87125,20,1010,22,220,11
2017-10-07 11:00:00,1148443.81179707,1011.335,57.0,83.3333333333333,21.6118862174512,221.125,12.575,22,1009,22,228,13
2017-10-07 12:00:00,1146583.78981707,1011.335,59.0,83.0833333333333,21.8743862174512,223.25,13.1775,23,1009,22,237,16
2017-10-07 13:00:00,1139587.92989707,1011.335,59.0,81.8333333333333,22.6018862174512,230.5,14.575,24,1008,20,228,15
2017-10-07 14:00:00,1138672.39989707,1009.40875,59.0,81.0833333333333,22.5243862174512,236.375,19.41875,25,1008,20,220,14
2017-10-07 15:00:00,1130558.45993707,1008.3575,57.0,83.5,21.4243862174512,221.125,19.7375,26,1008,18,211,13
2017-10-07 16:00:00,1120968.48201707,1008.455,49.75,83.4166666666667,21.4143862174512,232.375,19.975,31,1009,18,203,13
2017-10-07 17:00:00,1108228.04811707,1007.94125,69.0,84.25,19.8943862174512,230.0,18.16125,36,1009,16,195,12
2017-10-07 18:00:00,1120115.44813707,1008.38375,59.625,84.9166666666667,18.9318862174512,219.5,14.89125,41,1010,16,187,12
2017-10-07 19:00:00,1117249.14815707,1008.49,46.0,83.5833333333333,17.8993862174512,220.5,11.855,42,1010,16,185,11
2017-10-07 20:00:00,1108000.81425707,1008.90875,47.875,85.6666666666667,17.7843862174512,219.875,12.17,43,1010,16,183,9
2017-10-07 21:00:00,1099323.97629707,1010.27875,71.0,85.5,18.0018862174512,208.75,8.9525,44,1010,16,181,8
2017-10-07 22:00:00,1083280.84035707,1010.385,71.0,86.0,17.7843862174512,194.375,7.8925,46,1010,16,179,8
2017-10-07 23:00:00,1067682.96043707,1010.385,47.875,86.0,17.7293862174512,196.625,12.08,49,1010,14,177,9
2017-10-08 00:00:00,1049707.18651707,1010.385,47.875,86.9166666666667,17.3918862174512,191.125,25.84,51,1010,14,175,9
2017-10-08 01:00:00,1031767.78471707,1010.385,71.0,91.75,15.9918862174512,185.75,4.78625,44,1010,14,170,8
2017-10-08 02:00:00,1014064.72485707,1009.4675,71.0,92.6666666666667,15.7518862174512,165.75,4.58625,37,1010,14,164,7
2017-10-08 03:00:00,1005528.84089707,1009.11625,47.875,92.6666666666667,15.4593862174512,134.625,4.54,29,1010,14,159,5
2017-10-08 04:00:00,1000125.02895707,1009.18,44.0,92.6666666666667,13.9693862174512,118.25,5.53,30,1010,14,158,7
2017-10-08 05:00:00,1001351.68493707,1009.065,44.0,92.4166666666667,13.9718862174512,102.75,6.3325,30,1011,14,158,8
2017-10-08 06:00:00,998423.43695707,1009.74625,44.0,91.0,15.5943862174512,103.25,1.41875,30,1011,16,157,9
2017-10-08 07:00:00,1007533.23091707,1009.835,44.0,90.5833333333333,16.4793862174512,112.25,4.475,23,1011,18,179,8
2017-10-08 08:00:00,1037750.12679707,1009.835,44.0,88.4166666666667,16.5018862174512,120.0,11.465,16,1011,20,200,6
2017-10-08 09:00:00,1067995.45657707,1009.835,44.0,83.1666666666667,20.3518862174512,123.625,10.225,10,1011,22,222,5
2017-10-08 10:00:00,1098645.20439707,1009.835,44.0,84.9166666666667,22.8418862174512,142.875,8.55,9,1011,22,230,8
2017-10-08 11:00:00,1120889.76229707,1010.2175,44.0,81.4166666666667,25.0718862174512,247.125,12.035,8,1010,22,239,11
2017-10-08 12:00:00,1125247.36425707,1011.49625,44.0,81.75,24.2268862174512,258.625,12.05625,8,1009,22,247,14
2017-10-08 13:00:00,1128679.25829707,1011.595,44.0,82.0833333333333,25.3193862174512,278.125,15.89625,11,1009,20,247,12
2017-10-08 14:00:00,1134760.47421707,1010.04625,44.0,83.6666666666667,24.4268862174512,259.125,16.28,14,1009,20,247,11
2017-10-08 15:00:00,1133099.10821707,1009.17875,44.0,87.0833333333333,22.2568862174512,247.875,14.84125,17,1009,18,247,10
2017-10-08 16:00:00,1127037.55625707,1009.255,44.0,86.25,22.9743862174512,246.0,14.85875,16,1009,18,237,9
2017-10-08 17:00:00,1119493.78833707,1008.7975,44.0,85.9166666666667,20.3593862174512,264.125,11.53125,16,1010,18,226,7
2017-10-08 18:00:00,1141845.59619707,1009.2175,44.0,90.0,19.7618862174512,258.625,13.28,16,1011,16,215,6
2017-10-08 19:00:00,1141974.59219707,1009.315,44.0,81.9166666666667,19.7418862174512,239.75,9.77,18,1011,16,207,6
2017-10-08 20:00:00,1108010.98629707,1009.315,44.0,83.0833333333333,19.4918862174512,217.25,7.9975,20,1011,16,200,5
2017-10-08 21:00:00,1083545.66831707,1009.315,44.0,85.6666666666667,17.9918862174512,225.625,8.645,21,1011,16,192,5
2017-10-08 22:00:00,1082914.48631707,1009.315,44.0,86.0,17.7418862174512,211.75,6.17,23,1011,16,186,4
2017-10-08 23:00:00,1076484.61235707,1009.315,44.0,86.0,17.7418862174512,201.0,6.3325,26,1010,14,179,2
2017-10-09 00:00:00,1052897.61247707,1009.315,44.0,86.3333333333333,17.7418862174512,200.0,0.94375,28,1010,14,172,1
2017-10-09 01:00:00,1031013.30665707,1009.315,44.0,89.25,17.4943862174512,200.0,0.0,23,1010,14,133,3
2017-10-09 02:00:00,1013901.09477707,1009.3675,47.875,92.25,16.0218862174512,177.5,0.355,17,1010,14,93,5
2017-10-09 03:00:00,1001362.25881707,1009.93375,71.0,92.6666666666667,15.8218862174512,114.75,3.3,12,1011,14,54,7
2017-10-09 04:00:00,992556.63285707,1009.99,75.0,92.6666666666667,15.7718862174512,129.875,7.3825,10,1011,14,53,7
2017-10-09 05:00:00,992721.61481707,1009.88125,73.0,92.75,15.7618862174512,131.0,1.17,9,1012,14,52,7
2017-10-09 06:00:00,1010255.31461707,1010.61625,59.625,94.0,15.8918862174512,116.25,0.92,7,1012,16,51,8
2017-10-09 07:00:00,1078318.06211707,1010.71,46.0,93.6666666666667,16.6818862174512,72.625,6.3575,8,1012,18,35,6
2017-10-09 08:00:00,1212306.53897707,1011.39375,44.0,88.6666666666667,17.5918862174512,74.0,7.07,9,1012,20,18,5
2017-10-09 09:00:00,1325169.10813707,1012.98875,44.0,89.3333333333333,19.9368862174512,52.25,8.88875,10,1012,22,1,4
2017-10-09 10:00:00,1385689.23773707,1013.09,44.0,83.9166666666667,23.4643862174512,278.0,8.75,10,1012,22,107,6
2017-10-09 11:00:00,1399828.53773707,1012.52125,44.0,80.6666666666667,25.5393862174512,319.5,11.03,9,1011,24,213,8
2017-10-09 12:00:00,1402169.75773707,1012.7375,44.0,77.9166666666667,26.5268862174512,349.5,13.50375,9,1010,24,318,11
2017-10-09 13:00:00,1391980.99373707,1012.825,44.0,75.3333333333333,27.4118862174512,334.75,17.62625,9,1010,24,322,12
2017-10-09 14:00:00,1401898.38173707,1011.17125,40.875,79.75,26.7868862174512,310.25,20.7825,9,1010,22,326,12
2017-10-09 15:00:00,1398619.52573707,1010.2525,22.0,80.9166666666667,26.3518862174512,320.125,16.30125,9,1010,20,329,13
2017-10-09 16:00:00,1380503.91173707,1010.335,21.125,81.9166666666667,25.1418862174512,333.75,17.08125,9,1011,20,333,13
2017-10-09 17:00:00,1345782.26373707,1009.8725,33.0,81.75,21.3668862174512,305.5,7.86125,8,1011,20,337,12
2017-10-09 18:00:00,1304091.55233707,1010.00375,18.625,80.3333333333333,21.1968862174512,317.375,10.33875,7,1012,18,340,11
2017-10-09 19:00:00,1244712.68873707,1010.07,7.0,77.6666666666667,19.9643862174512,343.875,10.6875,6,1012,18,341,8
2017-10-09 20:00:00,1191440.99337707,1010.71125,30.625,77.3333333333333,19.7318862174512,334.625,7.50375,5,1012,18,342,6
2017-10-09 21:00:00,1147854.87767707,1012.3725,21.125,77.3333333333333,19.4493862174512,220.875,4.82125,4,1012,16,343,3
2017-10-09 22:00:00,1114517.95193707,1012.485,19.0,77.0,17.9843862174512,26.625,8.42,3,1012,16,232,5
2017-10-09 23:00:00,1079542.83017707,1012.485,19.0,75.0,17.4943862174512,21.375,6.8275,3,1012,16,121,7
2017-10-10 00:00:00,1052038.26027707,1012.485,19.0,74.3333333333333,16.2618862174512,20.0,0.94375,2,1012,14,11,9
2017-10-10 01:00:00,1023794.27857707,1012.485,19.0,73.6666666666667,16.9943862174512,20.0,0.0,3,1012,14,16,10
2017-10-10 02:00:00,1009296.03869707,1011.9175,19.0,80.9166666666667,14.2843862174512,100.75,0.75375,3,1012,14,21,11
2017-10-10 03:00:00,996444.42675707,1012.1375,19.0,79.3333333333333,14.0818862174512,345.75,5.68875,4,1013,12,27,12
2017-10-10 04:00:00,992375.21885707,1012.225,19.0,78.0833333333333,13.5343862174512,133.375,7.78,4,1013,14,31,12
2017-10-10 05:00:00,997862.35477707,1012.19625,20.5,82.3333333333333,12.2493862174512,5.0,2.07125,3,1014,14,34,12
2017-10-10 06:00:00,1016441.09465707,1013.01125,29.5,85.0833333333333,13.6368862174512,26.5,6.575,3,1014,14,38,12
2017-10-10 07:00:00,1074942.19217707,1013.105,31.875,83.9166666666667,14.5668862174512,46.75,7.9,2,1014,16,37,12
2017-10-10 08:00:00,1198725.06721707,1013.105,32.125,80.3333333333333,15.6693862174512,45.75,2.67125,1,1014,20,36,13
2017-10-10 09:00:00,1298829.58433707,1013.105,4.625,71.6666666666667,22.9343862174512,42.0,10.66,0,1014,22,36,13
2017-10-10 10:00:00,1345618.37373707,1013.105,0.0,64.5833333333333,26.5743862174512,55.125,13.5375,0,1013,24,26,13
2017-10-10 11:00:00,1361668.75373707,1013.105,0.0,59.4166666666667,28.8343862174512,41.125,17.91625,0,1012,24,16,13
2017-10-10 12:00:00,1358351.88173707,1013.105,0.0,55.75,31.4443862174512,55.375,19.4825,0,1012,24,7,13
2017-10-10 13:00:00,1346711.67573707,1013.105,6.375,52.9166666666667,32.5593862174512,39.375,15.7575,0,1011,24,121,13
2017-10-10 14:00:00,1358272.59573707,1013.105,37.75,52.0,32.6693862174512,33.25,12.16,0,1011,22,234,12
2017-10-10 15:00:00,1351619.01573707,1013.105,6.375,53.6666666666667,32.0943862174512,60.25,10.955,0,1011,22,348,11
2017-10-10 16:00:00,1339775.84773707,1013.105,0.375,63.3333333333333,28.7518862174512,343.5,16.855,0,1012,20,351,12
2017-10-10 17:00:00,1315824.77413707,1011.62625,2.0,75.25,25.3843862174512,345.625,10.745,0,1012,18,354,12
2017-10-10 18:00:00,1281286.59453707,1010.94625,0.375,77.8333333333333,23.6618862174512,342.25,10.21375,0,1013,18,357,13
2017-10-10 19:00:00,1227837.36313707,1011.035,0.0,73.3333333333333,21.7518862174512,343.75,8.40375,0,1013,16,253,11
2017-10-10 20:00:00,1176585.19149707,1011.035,0.0,72.0,19.9918862174512,329.875,10.48125,0,1013,16,149,8
2017-10-10 21:00:00,1144833.26777707,1011.035,0.0,68.4166666666667,19.4918862174512,71.875,9.36375,0,1014,14,45,6
2017-10-10 22:00:00,1109693.07599707,1011.035,0.0,67.9166666666667,17.9918862174512,78.5,7.5025,0,1013,14,47,7
2017-10-10 23:00:00,1078827.37421707,1011.8325,0.0,69.75,17.5818862174512,55.875,5.9,0,1013,14,49,8
2017-10-11 00:00:00,1053215.22837707,1013.575,0.0,71.0833333333333,16.5393862174512,19.625,7.02875,0,1013,12,51,9
2017-10-11 01:00:00,1027767.82055707,1013.68,0.0,72.9166666666667,15.3518862174512,152.5,7.5,1,1013,12,52,9
2017-10-11 02:00:00,1011911.17671707,1012.825,0.0,77.75,12.5293862174512,110.875,7.05,2,1013,12,52,10
2017-10-11 03:00:00,999049.89677707,1012.78875,0.0,74.3333333333333,13.6693862174512,44.25,4.5925,2,1013,12,52,10
2017-10-11 04:00:00,992663.38685707,1012.88,0.0,71.5833333333333,13.7518862174512,122.375,6.78375,2,1014,12,55,10
2017-10-11 05:00:00,997651.77081707,1012.59,0.0,67.8333333333333,13.8318862174512,98.875,5.9,1,1014,14,58,10
2017-10-11 06:00:00,1017859.26873707,1013.2,0.0,68.0833333333333,14.1318862174512,67.875,6.99875,0,1015,14,61,10
2017-10-11 07:00:00,1075347.16425707,1013.3,1.5,76.9166666666667,12.8543862174512,130.125,7.23875,0,1015,18,61,9
2017-10-11 08:00:00,1191538.51149707,1013.81875,9.25,72.1666666666667,17.5493862174512,92.375,7.13125,0,1015,20,62,8
2017-10-11 09:00:00,1298335.33053707,1015.24875,1.5,64.0,22.0218862174512,62.0,8.65625,0,1014,24,62,8
2017-10-11 10:00:00,1349814.49613707,1015.35,1.5,57.5833333333333,27.9543862174512,59.375,11.1825,0,1014,24,160,7
2017-10-11 11:00:00,1369861.57373707,1015.35,9.25,59.5833333333333,29.5318862174512,297.125,12.94,0,1013,24,258,7
2017-10-11 12:00:00,1367887.80973707,1015.35,1.5,60.3333333333333,29.3368862174512,113.875,9.42,0,1012,26,355,7
2017-10-11 13:00:00,1357965.34993707,1015.35,0.0,60.1666666666667,29.7868862174512,316.625,10.52625,0,1012,24,350,8
2017-10-11 14:00:00,1370593.98573707,1013.35875,0.0,66.0,30.4493862174512,303.375,14.37625,0,1012,22,346,9
2017-10-11 15:00:00,1371108.05173707,1012.18375,0.0,68.75,29.4443862174512,273.125,16.735,0,1012,22,341,11
2017-10-11 16:00:00,1368437.06773707,1012.275,1.5,71.5,27.6293862174512,288.625,17.625,0,1013,20,228,11
2017-10-11 17:00:00,1344033.23233707,1011.7975,11.75,72.0,25.3568862174512,312.75,13.345,1,1013,20,116,11
2017-10-11 18:00:00,1304795.50653707,1012.355,18.125,74.75,23.7768862174512,334.875,10.25,1,1014,18,3,11
2017-10-11 19:00:00,1246215.06913707,1012.47,19.0,69.5833333333333,23.4693862174512,131.5,9.66375,2,1014,18,14,9
2017-10-11 20:00:00,1196472.09339707,1012.74125,19.0,71.9166666666667,21.8118862174512,133.875,9.99,3,1014,16,25,8
2017-10-11 21:00:00,1164869.77373707,1013.955,19.0,71.6666666666667,20.0843862174512,248.625,5.72,4,1014,16,35,6
2017-10-11 22:00:00,1129104.97399707,1014.06,19.0,70.25,18.0493862174512,116.75,10.8375,4,1014,16,41,7
2017-10-11 23:00:00,1090463.90621707,1013.73375,19.0,70.0,17.7293862174512,99.25,6.12625,4,1013,14,48,8
2017-10-12 00:00:00,1065644.99035707,1014.12,19.0,70.3333333333333,17.3918862174512,62.25,4.06,4,1013,14,54,9
2017-10-12 01:00:00,1040165.86455707,1014.2,19.0,71.75,15.9918862174512,76.875,5.45,4,1013,14,57,9
2017-10-12 02:00:00,1021186.82873707,1013.12375,19.0,72.25,15.5643862174512,37.125,7.23375,4,1013,14,60,10
2017-10-12 03:00:00,1007362.40077707,1012.62125,19.0,73.3333333333333,14.3243862174512,43.5,7.74875,4,1013,14,63,10
2017-10-12 04:00:00,1001428.97685707,1012.685,19.0,72.25,13.7818862174512,49.5,9.94625,4,1013,14,67,10
2017-10-12 05:00:00,1009474.85481707,1012.24625,19.0,72.6666666666667,13.5518862174512,57.25,6.62125,3,1014,14,71,10
2017-10-12 06:00:00,1030896.44669707,1012.73625,19.0,76.3333333333333,12.8393862174512,96.375,9.55,3,1014,16,74,10
2017-10-12 07:00:00,1084846.80821707,1012.84,18.875,75.0833333333333,14.8093862174512,117.25,13.29375,4,1014,18,83,9
2017-10-12 08:00:00,1201950.81943707,1013.37,18.0,75.3333333333333,17.7818862174512,118.375,9.0375,4,1014,20,92,8
2017-10-12 09:00:00,1307430.01253707,1014.80875,16.375,68.75,21.1643862174512,86.75,7.88375,4,1014,24,100,7
2017-10-12 10:00:00,1369091.74813707,1014.91,2.375,60.6666666666667,27.6893862174512,111.625,10.23375,5,1013,24,143,6
2017-10-12 11:00:00,1380256.35773707,1014.91,0.0,57.0833333333333,28.8893862174512,119.75,12.475,5,1013,24,186,4
